<<<<<<< HEAD
ave_filt_mag,med_filt_mag,ave_filt_force,med_filt_force,ave_filt_accel,med_filt_accel,ave_filt_gyro,med_filt_gyro,Class
106.72000000000001,109.0,1.7800000000000002,2.0,0.44088266676,0.4386166665,-1.75699933328,0.0407,1
106.72000000000001,109.0,1.7800000000000002,2.0,0.44100466675999994,0.4386166665,-1.64713666662,0.0407,1
106.74000000000002,109.0,1.8200000000000003,2.0,0.44117533342,0.4386166665,-1.38427933328,0.0407,1
106.68000000000002,108.75,1.8000000000000003,2.0,0.44118333342000005,0.4386166665,-1.0005713333400001,0.0407,1
106.7,109.0,1.7600000000000002,2.0,0.44075333342,0.4385,-0.5570486667400002,0.0407,1
106.68,109.0,1.7800000000000002,2.0,0.44053466675999997,0.438466667,-0.054118666800000215,0.0407,1
106.74000000000001,109.0,1.9000000000000004,2.0,0.44028600009999996,0.4383,0.2738439998599999,0.0407,1
106.77,109.0,1.9600000000000004,2.0,0.44010866678000005,0.43810000000000004,0.5635579999199998,0.0407,1
106.81,109.0,1.9800000000000002,2.0,0.43966866678000005,0.437916667,0.7788079999199998,0.0407,1
106.81,109.0,2.04,2.0,0.43925400012000004,0.437716667,0.9924306666599998,0.0407,1
106.86000000000001,109.0,2.02,2.0,0.43878000012,0.43746666700000003,1.2141926665999998,0.06105,1
106.87000000000002,109.0,2.04,2.0,0.43829733344000005,0.4371333335,1.425374,0.06105,1
106.9,109.0,2.02,2.0,0.43773866676000006,0.437,1.6007486666599997,0.06105,1
106.93,109.25,2.04,2.0,0.43694533342,0.43695,1.77897133332,0.06105,1
106.96999999999998,109.5,2.08,2.0,0.43620600008,0.4366,1.90877266664,0.06105,1
107.05,109.5,2.1,2.0,0.43537333342,0.43623333350000004,2.01497333332,0.06105,1
107.18,109.5,2.06,2.0,0.43457133342000004,0.43623333350000004,2.10449066666,0.06105,1
107.26,109.5,2.06,2.0,0.43358333342,0.4360833335,2.1761059999999994,0.06105,1
107.37,109.5,1.94,2.0,0.43260733341999996,0.43598333349999996,2.2228999999999997,0.06105,1
107.44000000000001,109.5,1.9,2.0,0.43153000008,0.4357333335,2.259928,0.06105,1
107.53999999999999,109.5,1.8800000000000001,2.0,0.4305413334,0.4351833335,2.27376266666,0.09154999999999999,1
107.60000000000001,109.5,1.9200000000000002,2.0,0.42960333339999995,0.4347833335,2.271728,0.09154999999999999,1
107.67000000000002,109.5,2.0,2.0,0.42845400006,0.4347,2.259114,0.09154999999999999,1
107.72000000000001,109.5,1.94,2.0,0.42783866672000004,0.43465,2.220866,0.09154999999999999,1
107.75,109.75,1.98,2.0,0.42712533338,0.43455,2.23388733334,0.09154999999999999,1
107.77000000000001,109.75,2.04,2.0,0.42664466672,0.43445,2.2766113333399995,0.12204999999999999,1
107.83000000000001,110.0,2.06,2.0,0.42525400006,0.4336333335,2.3673513333400003,0.1525833335,1
107.91000000000001,110.0,2.06,2.0,0.42358200006,0.432,2.46419466668,0.20345000000000002,1
108.00000000000001,110.0,2.0,2.0,0.42201800006,0.43055,2.5838233333399994,0.26448333300000004,1
110.25,110.0,2.0,2.0,0.42057666672,0.429966667,2.71484533334,0.488283333,1
110.33000000000001,110.25,1.9800000000000002,2.0,0.41953266672,0.4296833335,2.81901133334,1.0274166665,1
110.47,110.5,2.04,2.0,0.41853600005999997,0.4268,2.90242600002,1.6987999999999999,1
110.55,110.5,2.08,2.0,0.41752266674,0.4234833335,3.00089600002,2.3396833335,1
110.61,110.75,2.04,2.0,0.41654200008000003,0.4223333335,3.0806486666799997,3.3670999999999998,1
110.65,110.75,2.06,2.0,0.41542533342,0.4203833335,3.1319186666799994,3.3976166665000003,1
110.64000000000003,110.75,2.06,2.0,0.41415466673999995,0.41705000000000003,3.1237806666799997,3.3976166665000003,1
110.68,111.0,1.9200000000000002,2.0,0.41293000007999997,0.41405000000000003,3.0969253333399998,3.3976166665000003,1
110.74,111.0,1.98,2.0,0.41218600007999995,0.4117,3.04524866668,3.3976166665000003,1
110.82000000000001,111.0,1.9800000000000002,2.0,0.4116033334,0.407233333,2.93904733334,3.3976166665000003,1
110.92,111.0,1.9600000000000002,2.0,0.41081933340000004,0.403833333,2.8157560000000004,3.3976166665000003,1
110.93,111.0,2.06,2.0,0.41022666673999997,0.403833333,2.7685553333199993,3.3976166665000003,1
111.02000000000001,111.25,2.0,2.0,0.40914066674,0.4034166665,2.80436266666,3.3976166665000003,1
111.05000000000001,111.25,2.1,2.0,0.40802866674000005,0.40305,2.84057733332,3.3976166665000003,1
111.14,111.5,2.14,2.0,0.40754800006,0.40305,2.99804866664,3.3976166665000003,1
111.2,111.5,2.18,2.0,0.40681666672,0.40305,3.2405619998999997,3.3976166665000003,1
111.30000000000001,111.5,2.2,2.0,0.4065413334,0.40305,3.6690286665000005,3.7638166665,1
111.3,111.5,2.12,2.0,0.40600800006,0.40305,4.059246666560001,3.835033333,1
